title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
Five Came Back: The Reference Films,SHOW,1945,TV-MA,48,documentation,['US'],1.0,Not Available,6.6,2279.0
Taxi Driver,MOVIE,1976,R,113,crime,['US'],0.0,tt0075314,8.3,795222.0
Taxi Driver,MOVIE,1976,R,113,drama,['US'],0.0,tt0075314,8.3,795222.0
Monty Python and the Holy Grail,MOVIE,1975,PG,91,comedy,['GB'],0.0,tt0071853,8.2,530877.0
Monty Python and the Holy Grail,MOVIE,1975,PG,91,fantasy,['GB'],0.0,tt0071853,8.2,530877.0
Life of Brian,MOVIE,1979,R,94,comedy,['GB'],0.0,tt0079470,8.0,392419.0
The Exorcist,MOVIE,1973,R,133,horror,['US'],0.0,tt0070047,8.1,391942.0
Monty Python's Flying Circus,SHOW,1969,TV-14,30,comedy,['GB'],4.0,tt0063929,8.8,72895.0
Monty Python's Flying Circus,SHOW,1969,TV-14,30,european,['GB'],4.0,tt0063929,8.8,72895.0
Dirty Harry,MOVIE,1971,R,102,thriller,['US'],0.0,tt0066999,7.7,153463.0
Dirty Harry,MOVIE,1971,R,102,crime,['US'],0.0,tt0066999,7.7,153463.0
Dirty Harry,MOVIE,1971,R,102,action,['US'],0.0,tt0066999,7.7,153463.0
My Fair Lady,MOVIE,1964,G,170,drama,['US'],0.0,tt0058385,7.8,94121.0
My Fair Lady,MOVIE,1964,G,170,music,['US'],0.0,tt0058385,7.8,94121.0
My Fair Lady,MOVIE,1964,G,170,romance,['US'],0.0,tt0058385,7.8,94121.0
My Fair Lady,MOVIE,1964,G,170,family,['US'],0.0,tt0058385,7.8,94121.0
The Blue Lagoon,MOVIE,1980,R,104,romance,['US'],0.0,tt0080453,5.8,69053.0
The Blue Lagoon,MOVIE,1980,R,104,drama,['US'],0.0,tt0080453,5.8,69053.0
Bonnie and Clyde,MOVIE,1967,R,110,drama,['US'],0.0,tt0061418,7.7,111189.0
Bonnie and Clyde,MOVIE,1967,R,110,crime,['US'],0.0,tt0061418,7.7,111189.0
Bonnie and Clyde,MOVIE,1967,R,110,action,['US'],0.0,tt0061418,7.7,111189.0
The Professionals,MOVIE,1966,PG-13,117,western,['US'],0.0,tt0060862,7.3,16168.0
The Professionals,MOVIE,1966,PG-13,117,action,['US'],0.0,tt0060862,7.3,16168.0
The Professionals,MOVIE,1966,PG-13,117,european,['US'],0.0,tt0060862,7.3,16168.0
The Guns of Navarone,MOVIE,1961,Not Available,158,war,"['US', 'GB']",0.0,tt0054953,7.5,50150.0
The Guns of Navarone,MOVIE,1961,Not Available,158,action,"['US', 'GB']",0.0,tt0054953,7.5,50150.0
The Guns of Navarone,MOVIE,1961,Not Available,158,drama,"['US', 'GB']",0.0,tt0054953,7.5,50150.0
Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,comedy,['JP'],0.0,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,animation,['JP'],0.0,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,action,['JP'],0.0,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,fantasy,['JP'],0.0,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,family,['JP'],0.0,tt0079833,7.6,30277.0
Richard Pryor: Live in Concert,MOVIE,1979,R,78,comedy,['US'],0.0,tt0079807,8.1,5141.0
Richard Pryor: Live in Concert,MOVIE,1979,R,78,documentation,['US'],0.0,tt0079807,8.1,5141.0
The Long Riders,MOVIE,1980,R,99,western,['US'],0.0,tt0081071,6.9,11329.0
The Long Riders,MOVIE,1980,R,99,crime,['US'],0.0,tt0081071,6.9,11329.0
White Christmas,MOVIE,1954,Not Available,115,romance,['US'],0.0,tt0047673,7.5,42373.0
White Christmas,MOVIE,1954,Not Available,115,comedy,['US'],0.0,tt0047673,7.5,42373.0
White Christmas,MOVIE,1954,Not Available,115,music,['US'],0.0,tt0047673,7.5,42373.0
Cairo Station,MOVIE,1958,Not Available,77,drama,['EG'],0.0,tt0051390,7.5,4385.0
Cairo Station,MOVIE,1958,Not Available,77,crime,['EG'],0.0,tt0051390,7.5,4385.0
Cairo Station,MOVIE,1958,Not Available,77,comedy,['EG'],0.0,tt0051390,7.5,4385.0
The Queen,MOVIE,1968,Not Available,68,documentation,['US'],0.0,tt0183686,7.2,1117.0
Hitler: A Career,MOVIE,1977,PG,150,documentation,['DE'],0.0,tt0191182,7.5,2416.0
Hitler: A Career,MOVIE,1977,PG,150,history,['DE'],0.0,tt0191182,7.5,2416.0
Hitler: A Career,MOVIE,1977,PG,150,european,['DE'],0.0,tt0191182,7.5,2416.0
FTA,MOVIE,1972,R,97,comedy,['US'],0.0,tt0068562,6.2,411.0
FTA,MOVIE,1972,R,97,documentation,['US'],0.0,tt0068562,6.2,411.0
FTA,MOVIE,1972,R,97,music,['US'],0.0,tt0068562,6.2,411.0
Saladin the Victorious,MOVIE,1963,Not Available,186,drama,['EG'],0.0,tt0057357,7.6,2470.0
Saladin the Victorious,MOVIE,1963,Not Available,186,war,['EG'],0.0,tt0057357,7.6,2470.0
Saladin the Victorious,MOVIE,1963,Not Available,186,action,['EG'],0.0,tt0057357,7.6,2470.0
Saladin the Victorious,MOVIE,1963,Not Available,186,history,['EG'],0.0,tt0057357,7.6,2470.0
Saladin the Victorious,MOVIE,1963,Not Available,186,romance,['EG'],0.0,tt0057357,7.6,2470.0
Singapore,MOVIE,1960,Not Available,158,drama,['IN'],0.0,tt0268639,6.4,82.0
Singapore,MOVIE,1960,Not Available,158,thriller,['IN'],0.0,tt0268639,6.4,82.0
Singapore,MOVIE,1960,Not Available,158,crime,['IN'],0.0,tt0268639,6.4,82.0
Dark Waters,MOVIE,1956,Not Available,120,drama,['EG'],0.0,tt0049761,6.7,590.0
Dark Waters,MOVIE,1956,Not Available,120,action,['EG'],0.0,tt0049761,6.7,590.0
Dark Waters,MOVIE,1956,Not Available,120,romance,['EG'],0.0,tt0049761,6.7,590.0
Dark Waters,MOVIE,1956,Not Available,120,thriller,['EG'],0.0,tt0049761,6.7,590.0
Alexandria… Why?,MOVIE,1979,Not Available,133,drama,['EG'],0.0,tt0077751,7.2,1689.0
Raya and Sakina,MOVIE,1953,Not Available,105,drama,['EG'],0.0,tt0316472,6.8,231.0
Raya and Sakina,MOVIE,1953,Not Available,105,thriller,['EG'],0.0,tt0316472,6.8,231.0
Raya and Sakina,MOVIE,1953,Not Available,105,crime,['EG'],0.0,tt0316472,6.8,231.0
Raya and Sakina,MOVIE,1953,Not Available,105,history,['EG'],0.0,tt0316472,6.8,231.0
No Longer Kids,MOVIE,1979,Not Available,235,comedy,['EG'],0.0,tt8312792,9.0,943.0
No Longer Kids,MOVIE,1979,Not Available,235,drama,['EG'],0.0,tt8312792,9.0,943.0
Amrapali,MOVIE,1966,Not Available,120,fantasy,['IN'],0.0,tt0060104,6.7,225.0
Dostana,MOVIE,1980,Not Available,161,drama,['IN'],0.0,tt0080653,2.1,25.0
Dostana,MOVIE,1980,Not Available,161,comedy,['IN'],0.0,tt0080653,2.1,25.0
Dostana,MOVIE,1980,Not Available,161,romance,['IN'],0.0,tt0080653,2.1,25.0
Dostana,MOVIE,1980,Not Available,161,action,['IN'],0.0,tt0080653,2.1,25.0
Dostana,MOVIE,1980,Not Available,161,crime,['IN'],0.0,tt0080653,2.1,25.0
The Blazing Sun,MOVIE,1954,Not Available,100,romance,['EG'],0.0,tt0044429,7.4,1219.0
The Blazing Sun,MOVIE,1954,Not Available,100,crime,['EG'],0.0,tt0044429,7.4,1219.0
The Blazing Sun,MOVIE,1954,Not Available,100,drama,['EG'],0.0,tt0044429,7.4,1219.0
Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,comedy,[],1.0,tt0202477,8.1,2144.0
The Return of the Prodigal Son,MOVIE,1976,Not Available,124,drama,"['DZ', 'EG']",0.0,tt0074168,7.2,768.0
The Return of the Prodigal Son,MOVIE,1976,Not Available,124,crime,"['DZ', 'EG']",0.0,tt0074168,7.2,768.0
Prince,MOVIE,1969,Not Available,152,romance,['IN'],0.0,tt0064842,6.9,168.0
Lock Your Girls In,MOVIE,1980,Not Available,230,comedy,['EG'],0.0,Not Available,6.6,2279.0
The Witness Who Didn't See Anything,MOVIE,1976,Not Available,217,comedy,['EG'],0.0,Not Available,6.6,2279.0
The School of Mischief,MOVIE,1973,Not Available,251,comedy,['EG'],0.0,Not Available,6.6,2279.0
Manoranjan,MOVIE,1974,Not Available,162,comedy,['IN'],0.0,tt0071811,6.5,236.0
Manoranjan,MOVIE,1974,Not Available,162,drama,['IN'],0.0,tt0071811,6.5,236.0
Manoranjan,MOVIE,1974,Not Available,162,romance,['IN'],0.0,tt0071811,6.5,236.0
"Beirut, Oh Beirut",MOVIE,1975,Not Available,110,drama,['LB'],0.0,tt0169599,6.5,106.0
We Are All for the Fatherland,MOVIE,1979,Not Available,74,documentation,"['FR', 'LB', 'CA']",0.0,tt0170799,6.2,43.0
Whispers,MOVIE,1980,Not Available,93,documentation,"['FR', 'LB', 'CA']",0.0,tt0170803,7.8,75.0
Lal Patthar,MOVIE,1971,Not Available,153,drama,['IN'],0.0,tt0237395,6.2,137.0
Ujala,MOVIE,1959,Not Available,142,romance,['IN'],0.0,tt0157132,6.7,78.0
Ujala,MOVIE,1959,Not Available,142,crime,['IN'],0.0,tt0157132,6.7,78.0
Ujala,MOVIE,1959,Not Available,142,drama,['IN'],0.0,tt0157132,6.7,78.0
Alibaba Aur 40 Chor,MOVIE,1979,Not Available,138,drama,"['IN', 'SU']",0.0,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,MOVIE,1979,Not Available,138,action,"['IN', 'SU']",0.0,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,MOVIE,1979,Not Available,138,romance,"['IN', 'SU']",0.0,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,MOVIE,1979,Not Available,138,family,"['IN', 'SU']",0.0,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,MOVIE,1979,Not Available,138,fantasy,"['IN', 'SU']",0.0,tt0079749,6.2,555.0
Professor,MOVIE,1962,Not Available,163,romance,['IN'],0.0,tt0056379,6.8,285.0
Professor,MOVIE,1962,Not Available,163,comedy,['IN'],0.0,tt0056379,6.8,285.0
Professor,MOVIE,1962,Not Available,163,drama,['IN'],0.0,tt0056379,6.8,285.0
Chadi Jawani Budhe Nu,MOVIE,1976,Not Available,135,romance,['IN'],0.0,tt3290368,4.6,14.0
Bandie,MOVIE,1978,Not Available,141,drama,['IN'],0.0,tt1219315,4.2,35.0
Bandie,MOVIE,1978,Not Available,141,romance,['IN'],0.0,tt1219315,4.2,35.0
Bandie,MOVIE,1978,Not Available,141,action,['IN'],0.0,tt1219315,4.2,35.0
Khoon Khoon,MOVIE,1973,Not Available,131,drama,['IN'],0.0,tt0230412,5.1,41.0
Khoon Khoon,MOVIE,1973,Not Available,131,crime,['IN'],0.0,tt0230412,5.1,41.0
Khoon Khoon,MOVIE,1973,Not Available,131,thriller,['IN'],0.0,tt0230412,5.1,41.0
Top Gun,MOVIE,1986,PG,110,drama,['US'],0.0,tt0092099,6.9,329656.0
Top Gun,MOVIE,1986,PG,110,action,['US'],0.0,tt0092099,6.9,329656.0
Seinfeld,SHOW,1989,TV-PG,24,comedy,['US'],9.0,tt0098904,8.9,302700.0
Stand by Me,MOVIE,1986,R,89,drama,['US'],0.0,tt0092005,8.1,392790.0
Once Upon a Time in America,MOVIE,1984,R,229,drama,"['US', 'IT']",0.0,tt0087843,8.3,342335.0
Once Upon a Time in America,MOVIE,1984,R,229,crime,"['US', 'IT']",0.0,tt0087843,8.3,342335.0
Once Upon a Time in America,MOVIE,1984,R,229,european,"['US', 'IT']",0.0,tt0087843,8.3,342335.0
When Harry Met Sally...,MOVIE,1989,R,96,romance,['US'],0.0,tt0098635,7.7,212913.0
When Harry Met Sally...,MOVIE,1989,R,96,comedy,['US'],0.0,tt0098635,7.7,212913.0
When Harry Met Sally...,MOVIE,1989,R,96,drama,['US'],0.0,tt0098635,7.7,212913.0
Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,scifi,"['HK', 'US']",0.0,tt0100758,6.7,92647.0
Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,action,"['HK', 'US']",0.0,tt0100758,6.7,92647.0
Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,comedy,"['HK', 'US']",0.0,tt0100758,6.7,92647.0
Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,family,"['HK', 'US']",0.0,tt0100758,6.7,92647.0
Full Metal Jacket,MOVIE,1987,R,116,drama,"['GB', 'US']",0.0,tt0093058,8.3,723306.0
Full Metal Jacket,MOVIE,1987,R,116,war,"['GB', 'US']",0.0,tt0093058,8.3,723306.0
Christine,MOVIE,1983,R,90,horror,['US'],0.0,tt0085333,6.7,80945.0
Christine,MOVIE,1983,R,90,thriller,['US'],0.0,tt0085333,6.7,80945.0
Christine,MOVIE,1983,R,90,european,['US'],0.0,tt0085333,6.7,80945.0
A Nightmare on Elm Street,MOVIE,1984,R,91,horror,['US'],0.0,tt0087800,7.4,230543.0
Knight Rider,SHOW,1982,TV-PG,51,action,['US'],4.0,tt0083437,6.9,33760.0
Knight Rider,SHOW,1982,TV-PG,51,scifi,['US'],4.0,tt0083437,6.9,33760.0
Knight Rider,SHOW,1982,TV-PG,51,crime,['US'],4.0,tt0083437,6.9,33760.0
Knight Rider,SHOW,1982,TV-PG,51,drama,['US'],4.0,tt0083437,6.9,33760.0
Awakenings,MOVIE,1990,PG-13,120,drama,['US'],0.0,tt0099077,7.8,137549.0
Awakenings,MOVIE,1990,PG-13,120,european,['US'],0.0,tt0099077,7.8,137549.0
Thomas & Friends,SHOW,1984,TV-Y,10,family,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,SHOW,1984,TV-Y,10,comedy,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,SHOW,1984,TV-Y,10,music,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,SHOW,1984,TV-Y,10,action,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,SHOW,1984,TV-Y,10,animation,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,SHOW,1984,TV-Y,10,fantasy,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,SHOW,1984,TV-Y,10,drama,['GB'],24.0,tt0086815,6.5,4948.0
Annie,MOVIE,1982,PG,127,drama,['US'],0.0,tt0083564,6.6,44866.0
Annie,MOVIE,1982,PG,127,family,['US'],0.0,tt0083564,6.6,44866.0
Annie,MOVIE,1982,PG,127,comedy,['US'],0.0,tt0083564,6.6,44866.0
Pet Sematary,MOVIE,1989,R,103,horror,['US'],0.0,tt0098084,6.5,102212.0
Pet Sematary,MOVIE,1989,R,103,fantasy,['US'],0.0,tt0098084,6.5,102212.0
Pet Sematary,MOVIE,1989,R,103,thriller,['US'],0.0,tt0098084,6.5,102212.0
Saved by the Bell,SHOW,1989,TV-G,23,comedy,['US'],5.0,tt0096694,7.1,34854.0
Saved by the Bell,SHOW,1989,TV-G,23,romance,['US'],5.0,tt0096694,7.1,34854.0
Saved by the Bell,SHOW,1989,TV-G,23,family,['US'],5.0,tt0096694,7.1,34854.0
She's Gotta Have It,MOVIE,1986,R,84,comedy,['US'],0.0,tt0091939,6.7,14277.0
She's Gotta Have It,MOVIE,1986,R,84,romance,['US'],0.0,tt0091939,6.7,14277.0
Eddie Murphy Raw,MOVIE,1987,R,93,comedy,['US'],0.0,tt0092948,7.6,19646.0
Eddie Murphy Raw,MOVIE,1987,R,93,documentation,['US'],0.0,tt0092948,7.6,19646.0
Endless Love,MOVIE,1981,R,116,drama,['US'],0.0,tt0082329,4.9,8374.0
Endless Love,MOVIE,1981,R,116,romance,['US'],0.0,tt0082329,4.9,8374.0
Wheel of Fortune,SHOW,1983,TV-G,26,family,['US'],39.0,tt0072584,6.7,3126.0
Major Dad,SHOW,1989,TV-PG,24,comedy,['US'],4.0,tt0096643,6.4,2866.0
Major Dad,SHOW,1989,TV-PG,24,family,['US'],4.0,tt0096643,6.4,2866.0
Fireman Sam,SHOW,1987,TV-Y,10,comedy,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,SHOW,1987,TV-Y,10,animation,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,SHOW,1987,TV-Y,10,family,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,SHOW,1987,TV-Y,10,crime,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,SHOW,1987,TV-Y,10,european,['GB'],13.0,tt0329829,6.1,1759.0
Danger Mouse,SHOW,1981,TV-Y,15,comedy,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,SHOW,1981,TV-Y,15,family,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,SHOW,1981,TV-Y,15,scifi,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,SHOW,1981,TV-Y,15,animation,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,SHOW,1981,TV-Y,15,european,['GB'],10.0,tt0081848,7.4,3514.0
Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Not Available,133,scifi,['JP'],0.0,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Not Available,133,drama,['JP'],0.0,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Not Available,133,war,['JP'],0.0,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Not Available,133,animation,['JP'],0.0,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Not Available,133,action,['JP'],0.0,tt0159510,7.2,1242.0
Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Not Available,120,scifi,['JP'],0.0,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Not Available,120,animation,['JP'],0.0,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Not Available,120,action,['JP'],0.0,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Not Available,120,drama,['JP'],0.0,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Not Available,120,war,['JP'],0.0,tt0095262,7.3,1649.0
Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,comedy,['US'],0.0,tt0307403,7.2,651.0
Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,documentation,['US'],0.0,tt0307403,7.2,651.0
Tim Allen: Men Are Pigs,MOVIE,1990,Not Available,30,comedy,['US'],0.0,tt0259057,6.0,353.0
Tim Allen: Men Are Pigs,MOVIE,1990,Not Available,30,documentation,['US'],0.0,tt0259057,6.0,353.0
Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,comedy,['GB'],0.0,tt0084352,7.9,15186.0
Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,documentation,['GB'],0.0,tt0084352,7.9,15186.0
The George McKenna Story,MOVIE,1988,Not Available,100,drama,['US'],0.0,tt0091106,6.0,901.0
Unspeakable Acts,MOVIE,1990,Not Available,100,drama,['US'],0.0,tt0100848,6.0,448.0
Waiting for the Hearse,MOVIE,1985,Not Available,87,comedy,['AR'],0.0,tt0089108,8.0,6285.0
Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Not Available,144,animation,['JP'],0.0,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Not Available,144,action,['JP'],0.0,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Not Available,144,drama,['JP'],0.0,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Not Available,144,scifi,['JP'],0.0,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Not Available,144,war,['JP'],0.0,tt0159511,7.7,1210.0
Agneepath,MOVIE,1990,Not Available,174,action,['IN'],0.0,tt0098999,7.6,8902.0
Agneepath,MOVIE,1990,Not Available,174,crime,['IN'],0.0,tt0098999,7.6,8902.0
Agneepath,MOVIE,1990,Not Available,174,drama,['IN'],0.0,tt0098999,7.6,8902.0
Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,Not Available,72,comedy,['GB'],0.0,tt0213984,8.1,1522.0
Too Young The Hero,MOVIE,1988,Not Available,100,drama,['US'],0.0,tt0096286,6.7,494.0
Too Young The Hero,MOVIE,1988,Not Available,100,war,['US'],0.0,tt0096286,6.7,494.0
Adam: His Song Continues,MOVIE,1986,Not Available,100,crime,['US'],0.0,tt0090589,7.0,209.0
Adam: His Song Continues,MOVIE,1986,Not Available,100,drama,['US'],0.0,tt0090589,7.0,209.0
Disco Dancer,MOVIE,1982,Not Available,134,drama,['IN'],0.0,tt0208903,6.5,1449.0
Disco Dancer,MOVIE,1982,Not Available,134,romance,['IN'],0.0,tt0208903,6.5,1449.0
The Ryan White Story,MOVIE,1989,Not Available,102,drama,['US'],0.0,tt0098237,7.2,857.0
In Defense of a Married Man,MOVIE,1990,Not Available,94,drama,['US'],0.0,tt0099833,5.6,200.0
In Defense of a Married Man,MOVIE,1990,Not Available,94,crime,['US'],0.0,tt0099833,5.6,200.0
Dil,MOVIE,1990,Not Available,172,romance,['IN'],0.0,tt0099429,6.6,5273.0
Dil,MOVIE,1990,Not Available,172,comedy,['IN'],0.0,tt0099429,6.6,5273.0
Dil,MOVIE,1990,Not Available,172,drama,['IN'],0.0,tt0099429,6.6,5273.0
Bye Bye London,MOVIE,1982,Not Available,170,comedy,['KW'],0.0,tt10130668,8.7,154.0
Bye Bye London,MOVIE,1982,Not Available,170,drama,['KW'],0.0,tt10130668,8.7,154.0
Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,Not Available,100,drama,['US'],0.0,tt0095945,7.1,144.0
"Alexandria, Again and Forever",MOVIE,1989,Not Available,105,drama,"['EG', 'FR']",0.0,tt0099858,6.5,643.0
Strange Voices,MOVIE,1987,Not Available,100,drama,['US'],0.0,tt0094052,6.3,357.0
Aakhri Adaalat,MOVIE,1988,Not Available,148,action,['IN'],0.0,tt0177505,5.1,92.0
Aakhri Adaalat,MOVIE,1988,Not Available,148,crime,['IN'],0.0,tt0177505,5.1,92.0
Aakhri Adaalat,MOVIE,1988,Not Available,148,thriller,['IN'],0.0,tt0177505,5.1,92.0
A Stoning in Fulham County,MOVIE,1988,Not Available,120,crime,['US'],0.0,tt0096179,5.8,380.0
A Stoning in Fulham County,MOVIE,1988,Not Available,120,drama,['US'],0.0,tt0096179,5.8,380.0
A Stoning in Fulham County,MOVIE,1988,Not Available,120,thriller,['US'],0.0,tt0096179,5.8,380.0
The Married Couples,MOVIE,1981,Not Available,194,drama,['EG'],0.0,Not Available,6.6,2279.0
Sayed The Servant,MOVIE,1985,Not Available,166,comedy,['EG'],0.0,Not Available,6.6,2279.0
Muqaddar Ka Faisla,MOVIE,1987,Not Available,172,comedy,['IN'],0.0,tt0239682,4.8,68.0
Muqaddar Ka Faisla,MOVIE,1987,Not Available,172,drama,['IN'],0.0,tt0239682,4.8,68.0
Muqaddar Ka Faisla,MOVIE,1987,Not Available,172,family,['IN'],0.0,tt0239682,4.8,68.0
Muqaddar Ka Faisla,MOVIE,1987,Not Available,172,action,['IN'],0.0,tt0239682,4.8,68.0
Sohni Mahiwal,MOVIE,1984,Not Available,160,romance,['IN'],0.0,tt0807047,6.1,297.0
Sohni Mahiwal,MOVIE,1984,Not Available,160,action,['IN'],0.0,tt0807047,6.1,297.0
Sohni Mahiwal,MOVIE,1984,Not Available,160,drama,['IN'],0.0,tt0807047,6.1,297.0
The Little Wars,MOVIE,1982,Not Available,108,drama,"['FR', 'LB']",0.0,tt0084492,6.3,149.0
The Little Wars,MOVIE,1982,Not Available,108,war,"['FR', 'LB']",0.0,tt0084492,6.3,149.0
The Little Wars,MOVIE,1982,Not Available,108,european,"['FR', 'LB']",0.0,tt0084492,6.3,149.0
Bill Hicks: Sane Man,MOVIE,1989,R,81,comedy,['US'],0.0,Not Available,6.6,2279.0
Duniya,MOVIE,1984,Not Available,170,drama,['IN'],0.0,tt0301231,6.2,241.0
Duniya,MOVIE,1984,Not Available,170,action,['IN'],0.0,tt0301231,6.2,241.0
High Risk,SHOW,1988,TV-PG,50,comedy,['US'],1.0,tt0094478,3.8,6.0
Pyar Ke Do Pal,MOVIE,1986,Not Available,153,drama,['IN'],0.0,tt0358053,6.1,65.0
Pyar Ke Do Pal,MOVIE,1986,Not Available,153,action,['IN'],0.0,tt0358053,6.1,65.0
Jaal,MOVIE,1986,Not Available,159,drama,['IN'],0.0,tt0239495,5.2,122.0
Jaal,MOVIE,1986,Not Available,159,thriller,['IN'],0.0,tt0239495,5.2,122.0
Jaal,MOVIE,1986,Not Available,159,action,['IN'],0.0,tt0239495,5.2,122.0
Mujrim,MOVIE,1989,Not Available,162,drama,['IN'],0.0,tt0097926,5.4,188.0
Mujrim,MOVIE,1989,Not Available,162,action,['IN'],0.0,tt0097926,5.4,188.0
Mujrim,MOVIE,1989,Not Available,162,crime,['IN'],0.0,tt0097926,5.4,188.0
An Egyptian Story,MOVIE,1982,Not Available,129,fantasy,['EG'],0.0,tt0084042,7.3,1113.0
An Egyptian Story,MOVIE,1982,Not Available,129,drama,['EG'],0.0,tt0084042,7.3,1113.0
Ek Jaan Hain Hum,MOVIE,1983,Not Available,151,family,['IN'],0.0,tt0379272,6.3,70.0
Ek Jaan Hain Hum,MOVIE,1983,Not Available,151,romance,['IN'],0.0,tt0379272,6.3,70.0
The Quick and the Dead,MOVIE,1995,R,107,western,"['US', 'JP']",0.0,tt0114214,6.5,92224.0
The Quick and the Dead,MOVIE,1995,R,107,thriller,"['US', 'JP']",0.0,tt0114214,6.5,92224.0
The Quick and the Dead,MOVIE,1995,R,107,action,"['US', 'JP']",0.0,tt0114214,6.5,92224.0
The Quick and the Dead,MOVIE,1995,R,107,romance,"['US', 'JP']",0.0,tt0114214,6.5,92224.0
Survivor,SHOW,2000,TV-PG,48,reality,['US'],42.0,tt0239195,7.4,24368.0
Stargate SG-1,SHOW,1997,TV-PG,44,scifi,"['US', 'CA']",10.0,tt0118480,8.4,90196.0
Stargate SG-1,SHOW,1997,TV-PG,44,drama,"['US', 'CA']",10.0,tt0118480,8.4,90196.0
Stargate SG-1,SHOW,1997,TV-PG,44,action,"['US', 'CA']",10.0,tt0118480,8.4,90196.0
Pokémon,SHOW,1997,TV-Y7,22,scifi,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,SHOW,1997,TV-Y7,22,action,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,SHOW,1997,TV-Y7,22,comedy,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,SHOW,1997,TV-Y7,22,fantasy,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,SHOW,1997,TV-Y7,22,animation,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,SHOW,1997,TV-Y7,22,family,['JP'],24.0,tt0168366,7.6,172.0
Forrest Gump,MOVIE,1994,PG-13,142,drama,['US'],0.0,tt0109830,8.8,1994599.0
Forrest Gump,MOVIE,1994,PG-13,142,romance,['US'],0.0,tt0109830,8.8,1994599.0
Forrest Gump,MOVIE,1994,PG-13,142,comedy,['US'],0.0,tt0109830,8.8,1994599.0
Happy Gilmore,MOVIE,1996,PG-13,92,comedy,['US'],0.0,tt0116483,7.0,217534.0
